,MedHouseVal
8670,2.455
8671,2.342
8672,2.675
8673,1.661
8674,2.924
8675,0.7
8676,4.698
8677,1.293
8678,2.51
8679,2.49
8680,1.666
8681,3.553
8682,2.083
8683,3.25
8684,2.597
8685,1.954
8686,5.00001
8687,5.00001
8688,4.987
8689,2.664
8690,1.964
8691,1.172
8692,0.889
8693,1.365
8694,2.063
8695,1.365
8696,0.857
8697,2.625
8698,1.571
8699,2.161
8700,1.5
8701,1.167
8702,0.635
8703,0.972
8704,1.926
8705,2.696
8706,1.391
8707,3.073
8708,1.289
8709,2.656
8710,0.72
8711,1.478
8712,1.953
8713,2.228
8714,0.687
8715,1.53
8716,5.00001
8717,3.125
8718,0.775
8719,2.715
8720,0.974
8721,0.609
8722,1.71
8723,2.211
8724,0.857
8725,2.813
8726,1.393
8727,1.016
8728,2.014
8729,2.138
8730,1.943
8731,2.594
8732,1.98
8733,1.56
8734,0.582
8735,1.594
8736,0.856
8737,1.566
8738,2.379
8739,0.875
8740,2.364
8741,2.454
8742,1.996
8743,2.263
8744,1.602
8745,4.457
8746,0.818
8747,2.107
8748,1.375
8749,0.61
8750,2.317
8751,2.438
8752,5.00001
8753,0.679
8754,1.031
8755,1.344
8756,2.304
8757,0.574
8758,0.495
8759,2.917
8760,1.381
8761,1.125
8762,2.578
8763,3.684
8764,0.902
8765,1.818
8766,2.182
8767,3.205
8768,2.242
8769,3.988
8770,1.977
8771,1.853
8772,2.153
8773,2.962
8774,2.313
8775,0.818
8776,1.164
8777,3.167
8778,0.71
8779,5.00001
8780,0.778
8781,0.906
8782,0.965
8783,1.527
8784,0.433
8785,1.149
8786,0.675
8787,3.195
8788,3.33
8789,0.523
8790,0.684
8791,2.042
8792,0.568
8793,1.721
8794,3.656
8795,0.96
8796,0.14999
8797,3.447
8798,1.32
8799,2.291
8800,1.072
8801,0.889
8802,2.278
8803,1.704
8804,3.379
8805,3.514
8806,3.148
8807,5.00001
8808,1.836
8809,1.052
8810,0.762
8811,1.475
8812,0.542
8813,0.848
8814,5.00001
8815,1.357
8816,1.234
8817,0.777
8818,1.041
8819,1.776
8820,2.585
8821,1.667
8822,0.591
8823,0.713
8824,2.402
8825,2.068
8826,2.26
8827,5.00001
8828,2.304
8829,1.624
8830,2.135
8831,2.403
8832,1.498
8833,0.961
8834,1.982
8835,2.09
8836,2.393
8837,2.011
8838,1.375
8839,1.44
8840,2.247
8841,1.573
8842,3.551
8843,2.241
8844,2.917
8845,4.772
8846,1.636
8847,1.035
8848,2.854
8849,2.362
8850,1.401
8851,1.328
8852,2.35
8853,1.478
8854,0.977
8855,0.949
8856,2.264
8857,2.713
8858,2.207
8859,0.843
8860,0.637
8861,2.77
8862,0.842
8863,3.451
8864,0.539
8865,0.977
8866,1.051
8867,0.586
8868,1.2
8869,1.285
8870,4.272
8871,2.481
8872,1.372
8873,1.092
8874,1.35
8875,5.00001
8876,1.313
8877,0.592
8878,3.289
8879,1.76
8880,2.271
8881,2.446
8882,0.582
8883,0.675
8884,0.875
8885,0.939
8886,1.987
8887,2.652
8888,1.466
8889,3.258
8890,1.291
8891,2.86
8892,1.663
8893,5.00001
8894,1.127
8895,0.923
8896,1.869
8897,1.625
8898,1.162
8899,1.096
8900,2.5
8901,5.00001
8902,1.239
8903,0.579
8904,1.004
8905,1.402
8906,1.491
8907,1.582
8908,1.388
8909,1.788
8910,1.405
8911,2.375
8912,1.632
8913,1.075
8914,0.813
8915,2.328
8916,0.888
8917,3.152
8918,2.328
8919,2.448
8920,1.417
8921,2.761
8922,3.354
8923,1.438
8924,1.054
8925,2.132
8926,1.079
8927,2.479
8928,4.528
8929,1.448
8930,1.098
8931,1.602
8932,2.063
8933,2.583
8934,1.39
8935,0.797
8936,1.918
8937,2.479
8938,2.773
8939,2.46
8940,3.116
8941,2.433
8942,2.125
8943,1.087
8944,1.923
8945,1.208
8946,2.52
8947,1.536
8948,1.919
8949,1.831
8950,3.1
8951,1.425
8952,1.293
8953,5.00001
8954,3.446
8955,1.058
8956,0.952
8957,3.754
8958,0.84
8959,0.942
8960,0.5
8961,4.592
8962,1.416
8963,1.341
8964,1.555
8965,3.207
8966,1.919
8967,0.79
8968,1.764
8969,1.488
8970,2.464
8971,1.843
8972,3.375
8973,0.797
8974,3.77
8975,2.863
8976,2.403
8977,0.615
8978,2.22
8979,1.266
8980,1.99
8981,0.547
8982,2.365
8983,1.188
8984,1.929
8985,1.05
8986,1.486
8987,1.242
8988,1.222
8989,2.65
8990,2.287
8991,1.248
8992,2.639
8993,1.334
8994,1.544
8995,1.744
8996,4.853
8997,1.834
8998,4.592
8999,3.533
9000,2.25
9001,2.399
9002,5.00001
9003,1.96
9004,1.214
9005,1.75
9006,4.541
9007,2.888
9008,3.507
9009,1.594
9010,1.542
9011,1.573
9012,2.068
9013,1.469
9014,0.931
9015,1.411
9016,2.312
9017,5.00001
9018,1.612
9019,0.759
9020,3.507
9021,2.133
9022,0.864
9023,1.571
9024,5.00001
9025,0.555
9026,1.372
9027,1.25
9028,2.875
9029,1.0
9030,3.166
9031,3.158
9032,1.125
9033,1.096
9034,1.438
9035,0.628
9036,0.612
9037,4.029
9038,1.75
9039,0.937
9040,4.029
9041,1.711
9042,2.5
9043,5.00001
9044,1.896
9045,3.57
9046,1.434
9047,0.626
9048,1.023
9049,0.65
9050,1.102
9051,4.39
9052,0.878
9053,2.439
9054,2.242
9055,4.507
9056,2.925
9057,0.485
9058,1.795
9059,0.759
9060,2.532
9061,3.91
9062,1.24
9063,1.643
9064,2.417
9065,5.00001
9066,3.586
9067,0.63
9068,3.908
9069,1.324
9070,0.614
9071,1.141
9072,1.051
9073,1.341
9074,3.788
9075,3.428
9076,2.458
9077,2.409
9078,1.161
9079,3.137
9080,1.914
9081,1.875
9082,0.834
9083,0.83
9084,2.349
9085,1.133
9086,2.611
9087,1.125
9088,3.222
9089,3.587
9090,1.292
9091,5.00001
9092,1.5
9093,1.186
9094,4.667
9095,1.75
9096,2.0
9097,3.64
9098,1.879
9099,1.425
9100,1.717
9101,1.166
9102,0.555
9103,1.281
9104,2.103
9105,1.875
9106,3.518
9107,1.5
9108,2.175
9109,4.562
9110,5.00001
9111,2.75
9112,1.126
9113,1.135
9114,0.647
9115,1.405
9116,2.356
9117,0.858
9118,1.292
9119,1.786
9120,2.342
9121,0.934
9122,1.364
9123,1.671
9124,2.054
9125,0.888
9126,1.608
9127,1.728
9128,2.293
9129,1.263
9130,5.00001
9131,2.235
9132,1.342
9133,3.635
9134,3.935
9135,1.685
9136,0.702
9137,2.701
9138,1.02
9139,0.531
9140,1.787
9141,1.244
9142,0.618
9143,1.728
9144,1.779
9145,1.653
9146,0.901
9147,1.988
9148,1.192
9149,2.072
9150,2.5
9151,1.218
9152,2.792
9153,3.657
9154,2.019
9155,3.801
9156,1.023
9157,2.154
9158,1.375
9159,1.276
9160,1.01
9161,1.783
9162,0.962
9163,0.535
9164,1.085
9165,2.078
9166,5.00001
9167,3.093
9168,2.125
9169,2.236
9170,3.636
9171,1.552
9172,2.472
9173,1.869
9174,1.621
9175,3.375
9176,1.434
9177,3.846
9178,0.969
9179,3.312
9180,0.712
9181,1.443
9182,0.932
9183,2.48
9184,5.00001
9185,1.304
9186,1.574
9187,1.75
9188,2.625
9189,1.344
9190,3.5
9191,1.909
9192,2.256
9193,2.668
9194,2.595
9195,4.786
9196,0.898
9197,4.0
9198,3.5
9199,2.337
9200,1.875
9201,1.375
9202,1.775
9203,0.567
9204,2.66
9205,5.00001
9206,5.00001
9207,1.603
9208,1.125
9209,2.647
9210,0.388
9211,1.37
9212,0.913
9213,1.125
9214,0.835
9215,1.747
9216,4.13
9217,4.393
9218,1.752
9219,1.254
9220,1.562
9221,3.66
9222,1.364
9223,1.905
9224,3.39
9225,2.075
9226,1.677
9227,5.00001
9228,1.521
9229,2.538
9230,0.946
9231,2.153
9232,2.194
9233,2.276
9234,2.05
9235,2.652
9236,1.508
9237,1.32
9238,1.447
9239,2.265
9240,3.913
9241,0.997
9242,1.744
9243,1.818
9244,2.436
9245,0.846
9246,2.29
9247,3.508
9248,4.108
9249,1.531
9250,0.78
9251,5.00001
9252,1.643
9253,0.904
9254,5.00001
9255,2.725
9256,2.685
9257,2.31
9258,0.962
9259,0.57
9260,0.906
9261,1.173
9262,0.654
9263,5.00001
9264,3.02
9265,1.404
9266,2.057
9267,1.811
9268,1.422
9269,0.53
9270,1.993
9271,3.921
9272,2.788
9273,1.795
9274,2.058
9275,1.56
9276,4.452
9277,2.109
9278,3.573
9279,1.326
9280,4.144
9281,3.791
9282,2.326
9283,1.219
9284,3.592
9285,1.606
9286,0.519
9287,2.194
9288,1.5
9289,2.009
9290,3.416
9291,1.625
9292,3.44
9293,0.958
9294,3.25
9295,1.306
9296,1.27
9297,1.125
9298,1.462
9299,5.00001
9300,2.072
9301,1.851
9302,4.366
9303,3.313
9304,1.201
9305,0.707
9306,0.644
9307,0.581
9308,1.59
9309,0.813
9310,2.464
9311,2.736
9312,2.245
9313,2.5
9314,1.426
9315,5.00001
9316,2.75
9317,2.489
9318,0.989
9319,1.771
9320,1.887
9321,1.353
9322,1.778
9323,1.567
9324,1.714
9325,0.53
9326,0.8
9327,1.938
9328,0.567
9329,2.0
9330,1.593
9331,3.35
9332,1.593
9333,4.293
9334,2.109
9335,4.438
9336,1.49
9337,0.904
9338,2.333
9339,2.292
9340,1.443
9341,2.101
9342,3.815
9343,0.675
9344,0.97
9345,2.181
9346,1.341
9347,1.116
9348,3.606
9349,1.134
9350,5.00001
9351,2.221
9352,1.25
9353,2.347
9354,0.987
9355,2.417
9356,0.797
9357,0.966
9358,2.546
9359,1.585
9360,2.277
9361,2.449
9362,2.27
9363,1.232
9364,1.651
9365,3.31
9366,0.93
9367,0.683
9368,1.639
9369,0.828
9370,5.00001
9371,3.244
9372,1.875
9373,5.00001
9374,0.792
9375,3.931
9376,5.00001
9377,0.698
9378,2.964
9379,1.625
9380,1.5
9381,3.379
9382,2.799
9383,1.719
9384,0.508
9385,2.821
9386,1.375
9387,1.641
9388,0.857
9389,2.875
9390,1.293
9391,2.265
9392,2.0
9393,1.42
9394,1.597
9395,2.852
9396,5.00001
9397,3.123
9398,1.506
9399,1.733
9400,0.821
9401,1.87
9402,0.689
9403,0.441
9404,0.593
9405,0.814
9406,1.457
9407,1.045
9408,5.00001
9409,2.657
9410,1.456
9411,2.389
9412,0.659
9413,2.398
9414,0.82
9415,0.792
9416,2.063
9417,1.875
9418,3.361
9419,1.156
9420,3.015
9421,1.606
9422,2.521
9423,2.25
9424,1.978
9425,1.706
9426,1.245
9427,2.19
9428,1.475
9429,4.167
9430,1.286
9431,2.308
9432,1.698
9433,2.495
9434,1.479
9435,0.934
9436,0.872
9437,0.873
9438,0.463
9439,4.878
9440,2.982
9441,2.458
9442,1.418
9443,2.374
9444,5.00001
9445,2.782
9446,2.93
9447,2.002
9448,1.012
9449,2.686
9450,1.167
9451,1.761
9452,1.0
9453,5.00001
9454,2.281
9455,0.606
9456,1.348
9457,2.55
9458,2.281
9459,1.568
9460,1.713
9461,2.082
9462,3.527
9463,0.664
9464,0.82
9465,3.067
9466,1.459
9467,5.00001
9468,2.229
9469,0.985
9470,1.211
9471,3.391
9472,4.769
9473,1.507
9474,1.424
9475,2.938
9476,2.375
9477,1.31
9478,0.943
9479,3.926
9480,1.928
9481,1.125
9482,2.087
9483,2.473
9484,3.364
9485,1.775
9486,0.933
9487,5.00001
9488,2.225
9489,1.052
9490,2.344
9491,1.917
9492,1.002
9493,5.00001
9494,0.55
9495,2.39
9496,1.55
9497,1.679
9498,5.00001
9499,1.625
9500,0.87
9501,1.082
9502,2.849
9503,2.877
9504,5.00001
9505,5.00001
9506,1.625
9507,1.781
9508,3.822
9509,5.00001
9510,1.505
9511,1.566
9512,1.033
9513,1.241
9514,1.525
9515,1.163
9516,0.833
9517,0.918
9518,1.357
9519,0.821
9520,2.481
9521,0.551
9522,1.472
9523,2.285
9524,0.791
9525,1.0
9526,0.721
9527,1.06
9528,4.141
9529,3.477
9530,1.382
9531,1.797
9532,4.5
9533,0.952
9534,2.315
9535,0.933
9536,1.75
9537,2.282
9538,0.841
9539,4.0
9540,0.83
9541,0.917
9542,0.845
9543,5.00001
9544,2.292
9545,2.434
9546,2.357
9547,1.95
9548,0.814
9549,2.099
9550,3.138
9551,2.91
9552,1.145
9553,1.612
9554,1.401
9555,0.72
9556,0.981
9557,5.00001
9558,2.082
9559,0.786
9560,1.941
9561,0.502
9562,2.058
9563,0.606
9564,0.997
9565,1.911
9566,1.746
9567,2.228
9568,2.959
9569,1.516
9570,0.615
9571,2.672
9572,4.083
9573,1.561
9574,3.142
9575,2.438
9576,3.46
9577,0.821
9578,1.782
9579,0.9
9580,3.423
9581,0.829
9582,2.143
9583,1.267
9584,1.734
9585,2.318
9586,2.168
9587,2.592
9588,0.55
9589,1.67
9590,3.5
9591,3.5
9592,1.969
9593,0.899
9594,1.424
9595,0.679
9596,2.929
9597,0.471
9598,1.388
9599,1.765
9600,3.558
9601,2.699
9602,2.601
9603,2.322
9604,1.172
9605,1.375
9606,0.875
9607,0.542
9608,1.875
9609,1.569
9610,0.819
9611,3.091
9612,1.562
9613,0.56
9614,2.75
9615,5.00001
9616,2.914
9617,3.596
9618,2.159
9619,5.00001
9620,5.00001
9621,1.232
9622,1.098
9623,1.436
9624,0.923
9625,5.00001
9626,1.388
9627,0.625
9628,1.56
9629,2.581
9630,1.623
9631,1.188
9632,4.616
9633,2.183
9634,2.4
9635,4.192
9636,1.587
9637,3.25
9638,1.406
9639,1.5
9640,5.00001
9641,1.575
9642,1.416
9643,3.75
9644,0.548
9645,1.434
9646,1.173
9647,2.175
9648,1.626
9649,5.00001
9650,1.67
9651,4.333
9652,1.375
9653,2.139
9654,4.5
9655,0.9
9656,1.475
9657,0.917
9658,0.823
9659,1.15
9660,1.607
9661,1.316
9662,3.536
9663,1.767
9664,1.775
9665,0.56
9666,4.5
9667,0.925
9668,1.565
9669,0.922
9670,5.00001
9671,2.324
9672,3.855
9673,1.276
9674,5.00001
9675,1.614
9676,0.958
9677,1.409
9678,2.194
9679,3.871
9680,1.375
9681,0.889
9682,2.264
9683,1.354
9684,1.783
9685,3.522
9686,1.736
9687,0.558
9688,2.383
9689,1.594
9690,1.449
9691,2.239
9692,1.597
9693,3.429
9694,1.811
9695,1.617
9696,2.417
9697,0.68
9698,3.36
9699,1.713
9700,0.725
9701,1.125
9702,1.813
9703,4.25
9704,1.356
9705,5.00001
9706,1.649
9707,1.072
9708,3.159
9709,2.467
9710,0.953
9711,2.724
9712,1.326
9713,0.771
9714,4.125
9715,1.92
9716,1.658
9717,1.708
9718,4.586
9719,2.056
9720,1.006
9721,2.1
9722,2.929
9723,2.237
9724,3.825
9725,2.17
9726,0.983
9727,2.806
9728,1.148
9729,2.024
9730,1.533
9731,0.905
9732,0.957
9733,5.00001
9734,2.212
9735,0.978
9736,0.93
9737,3.207
9738,1.645
9739,1.813
9740,0.62
9741,2.259
9742,1.563
9743,1.527
9744,3.081
9745,1.026
9746,2.952
9747,0.488
9748,5.00001
9749,1.797
9750,0.819
9751,2.308
9752,5.00001
9753,1.425
9754,1.127
9755,2.591
9756,1.827
9757,3.419
9758,2.312
9759,1.097
9760,0.747
9761,0.833
9762,1.61
9763,2.146
9764,1.404
9765,1.902
9766,1.134
9767,2.051
9768,2.113
9769,4.333
9770,1.399
9771,2.016
9772,2.107
9773,0.59
9774,2.545
9775,1.625
9776,1.439
9777,1.824
9778,1.585
9779,1.493
9780,1.25
9781,2.873
9782,1.141
9783,2.66
9784,2.335
9785,3.359
9786,2.25
9787,1.321
9788,1.984
9789,3.429
9790,1.247
9791,2.75
9792,1.929
9793,3.649
9794,1.897
9795,2.201
9796,2.016
9797,1.604
9798,2.806
9799,0.964
9800,1.375
9801,1.19
9802,4.414
9803,0.634
9804,3.988
9805,2.309
9806,1.658
9807,2.529
9808,2.45
9809,1.745
9810,1.224
9811,2.231
9812,1.729
9813,1.048
9814,0.495
9815,0.829
9816,1.43
9817,0.579
9818,3.97
9819,0.875
9820,2.078
9821,1.996
9822,0.788
9823,1.875
9824,2.073
9825,3.596
9826,1.938
9827,2.072
9828,1.721
9829,5.00001
9830,2.704
9831,5.00001
9832,1.536
9833,2.457
9834,1.517
9835,1.77
9836,3.521
9837,3.205
9838,5.00001
9839,2.467
9840,1.125
9841,1.114
9842,3.561
9843,5.00001
9844,2.04
9845,1.095
9846,1.781
9847,2.029
9848,0.905
9849,1.529
9850,3.5
9851,2.222
9852,0.932
9853,0.944
9854,0.719
9855,1.375
9856,3.301
9857,1.063
9858,1.932
9859,1.5
9860,0.956
9861,1.634
9862,4.352
9863,1.519
9864,1.873
9865,1.563
9866,2.912
9867,4.514
9868,2.262
9869,1.612
9870,3.91
9871,3.5
9872,5.00001
9873,3.846
9874,1.279
9875,5.00001
9876,2.711
9877,1.964
9878,2.78
9879,2.931
9880,2.271
9881,0.738
9882,1.79
9883,0.489
9884,0.649
9885,1.02
9886,2.49
9887,2.95
9888,1.933
9889,0.917
9890,1.542
9891,2.303
9892,0.962
9893,1.421
9894,2.788
9895,2.387
9896,1.75
9897,1.636
9898,0.875
9899,1.273
9900,0.609
9901,1.375
9902,5.00001
9903,1.802
9904,1.125
9905,2.679
9906,1.623
9907,5.00001
9908,2.125
9909,2.621
9910,2.625
9911,2.319
9912,2.962
9913,2.1
9914,5.00001
9915,1.455
9916,2.027
9917,1.617
9918,0.847
9919,1.403
9920,3.084
9921,0.542
9922,4.5
9923,1.576
9924,3.547
9925,2.362
9926,1.28
9927,0.683
9928,3.038
9929,4.324
9930,1.582
9931,3.422
9932,4.838
9933,2.047
9934,2.813
9935,4.569
9936,1.257
9937,1.607
9938,3.937
9939,1.5
9940,4.571
9941,2.449
9942,4.629
9943,1.804
9944,0.638
9945,0.576
9946,0.568
9947,2.285
9948,1.594
9949,1.058
9950,2.12
9951,2.526
9952,1.394
9953,2.225
9954,4.283
9955,0.475
9956,0.652
9957,4.314
9958,1.491
9959,1.296
9960,2.521
9961,0.675
9962,1.539
9963,0.767
9964,2.545
9965,2.456
9966,3.409
9967,1.801
9968,1.961
9969,1.795
9970,1.988
9971,2.08
9972,1.819
9973,2.154
9974,1.445
9975,2.887
9976,4.5
9977,2.1
9978,1.639
9979,1.375
9980,1.952
9981,5.00001
9982,2.417
9983,0.968
9984,3.231
9985,3.04
9986,2.978
9987,5.00001
9988,2.841
9989,3.679
9990,1.724
9991,1.569
9992,1.235
9993,1.911
9994,1.95
9995,1.472
9996,1.116
9997,2.177
9998,0.729
9999,3.25
10000,1.362
10001,3.726
10002,1.418
10003,3.531
10004,2.195
10005,1.686
10006,4.5
10007,0.934
10008,1.933
10009,0.869
10010,2.736
10011,5.00001
10012,0.892
10013,0.784
10014,0.996
10015,1.28
10016,2.849
10017,4.75
10018,1.089
10019,2.393
10020,1.898
10021,0.906
10022,2.019
10023,4.35
10024,2.817
10025,0.535
10026,3.266
10027,5.00001
10028,0.67
10029,4.156
10030,3.024
10031,1.875
10032,0.956
10033,1.625
10034,1.666
10035,1.841
10036,1.553
10037,0.562
10038,1.929
10039,1.044
10040,2.392
10041,1.839
10042,2.699
10043,1.625
10044,1.586
10045,1.215
10046,1.899
10047,1.187
10048,1.01
10049,2.25
10050,0.652
10051,2.181
10052,4.714
10053,0.891
10054,1.271
10055,4.305
10056,3.946
10057,5.00001
10058,2.268
10059,0.431
10060,1.174
10061,0.625
10062,2.348
10063,5.00001
10064,3.227
10065,0.682
10066,1.58
10067,3.267
10068,1.855
10069,0.875
10070,0.929
10071,1.353
10072,1.357
10073,0.906
10074,1.246
10075,0.944
10076,0.958
10077,1.475
10078,1.917
10079,2.018
10080,2.337
10081,0.683
10082,2.752
10083,1.381
10084,0.675
10085,2.201
10086,2.869
10087,1.089
10088,1.514
10089,3.156
10090,1.431
10091,1.988
10092,0.708
10093,1.488
10094,2.854
10095,0.762
10096,3.74
10097,2.754
10098,2.474
10099,1.448
10100,2.029
10101,1.422
10102,0.969
10103,0.55
10104,1.047
10105,1.817
10106,2.289
10107,1.42
10108,3.605
10109,3.282
10110,1.667
10111,0.551
10112,5.00001
10113,1.922
10114,2.544
10115,2.026
10116,1.75
10117,4.5
10118,2.25
10119,1.457
10120,3.643
10121,2.247
10122,0.629
10123,1.375
10124,3.143
10125,2.0
10126,2.9
10127,0.53
10128,2.75
10129,3.394
10130,0.983
10131,1.76
10132,4.07
10133,2.9
10134,3.05
10135,0.855
10136,2.527
10137,5.00001
10138,1.964
10139,0.586
10140,2.633
10141,1.635
10142,2.714
10143,1.164
10144,1.344
10145,1.563
10146,1.239
10147,2.667
10148,5.00001
10149,1.249
10150,3.011
10151,0.421
10152,5.00001
10153,0.612
10154,1.146
10155,1.625
10156,1.903
10157,0.944
10158,0.544
10159,2.115
10160,1.935
10161,3.435
10162,0.933
10163,3.322
10164,0.938
10165,2.795
10166,0.525
10167,1.951
10168,2.746
10169,1.714
10170,1.292
10171,1.136
10172,2.205
10173,4.085
10174,1.97
10175,2.673
10176,0.616
10177,0.598
10178,2.21
10179,1.375
10180,1.439
10181,3.883
10182,1.803
10183,1.678
10184,1.979
10185,0.538
10186,1.635
10187,0.913
10188,1.431
10189,1.449
10190,0.953
10191,1.176
10192,1.25
10193,1.363
10194,1.126
10195,2.414
10196,1.587
10197,3.859
10198,1.297
10199,2.278
10200,2.75
10201,2.15
10202,2.55
10203,0.586
10204,2.143
10205,5.00001
10206,3.259
10207,1.588
10208,1.773
10209,2.25
10210,1.141
10211,1.587
10212,1.415
10213,1.996
10214,5.00001
10215,0.467
10216,1.392
10217,2.391
10218,1.22
10219,3.019
10220,0.636
10221,2.737
10222,1.165
10223,1.391
10224,1.441
10225,1.134
10226,1.238
10227,1.207
10228,2.286
10229,2.563
10230,2.5
10231,2.29
10232,5.0
10233,2.671
10234,1.958
10235,1.188
10236,1.521
10237,2.077
10238,1.61
10239,0.71
10240,1.862
10241,2.093
10242,1.863
10243,2.371
10244,1.336
10245,2.26
10246,1.665
10247,0.845
10248,0.475
10249,0.952
10250,1.992
10251,1.36
10252,0.666
10253,0.957
10254,1.188
10255,2.125
10256,2.135
10257,1.919
10258,3.273
10259,1.199
10260,1.831
10261,1.681
10262,0.738
10263,1.0
10264,5.00001
10265,0.875
10266,5.00001
10267,0.959
10268,2.333
10269,1.59
10270,5.00001
10271,3.056
10272,0.534
10273,1.52
10274,1.875
10275,1.456
10276,1.339
10277,1.03
10278,0.486
10279,1.89
10280,5.00001
10281,5.00001
10282,3.556
10283,0.848
10284,2.662
10285,2.152
10286,1.243
10287,4.368
10288,1.425
10289,2.167
10290,1.359
10291,2.347
10292,0.588
10293,1.074
10294,1.258
10295,0.815
10296,1.53
10297,1.048
10298,1.784
10299,2.854
10300,4.113
10301,0.949
10302,0.811
10303,0.982
10304,2.575
10305,0.902
10306,0.938
10307,3.31
10308,3.482
10309,1.393
10310,5.00001
10311,1.958
10312,2.822
10313,1.853
10314,0.782
10315,1.954
10316,2.909
10317,0.915
10318,1.338
10319,0.574
10320,3.411
10321,0.891
10322,0.699
10323,4.097
10324,2.021
10325,1.546
10326,1.625
10327,0.927
10328,1.908
10329,3.642
10330,5.00001
10331,1.897
10332,2.526
10333,2.134
10334,1.83
10335,3.612
10336,0.813
10337,2.667
10338,0.492
10339,3.0
10340,1.703
10341,1.951
10342,2.194
10343,1.118
10344,1.857
10345,3.333
10346,3.227
10347,1.165
10348,0.755
10349,0.947
10350,1.862
10351,1.61
10352,1.993
10353,2.35
10354,0.879
10355,1.804
10356,1.593
10357,3.781
10358,3.458
10359,1.531
10360,3.705
10361,2.188
10362,1.052
10363,0.79
10364,1.375
10365,1.894
10366,4.351
10367,1.875
10368,5.00001
10369,1.362
10370,0.875
10371,1.884
10372,3.75
10373,3.9
10374,1.82
10375,3.768
10376,1.219
10377,0.931
10378,3.701
10379,1.61
10380,2.386
10381,2.738
10382,4.851
10383,2.0
10384,4.727
10385,0.75
10386,3.526
10387,2.794
10388,0.818
10389,3.208
10390,1.82
10391,0.938
10392,4.347
10393,3.718
10394,1.651
10395,1.947
10396,2.875
10397,1.154
10398,2.85
10399,3.5
10400,2.776
10401,1.543
10402,2.118
10403,1.57
10404,1.306
10405,1.563
10406,2.142
10407,1.954
10408,3.75
10409,2.399
10410,0.816
10411,1.603
10412,1.679
10413,0.851
10414,4.613
10415,1.375
10416,0.672
10417,1.663
10418,3.576
10419,5.00001
10420,2.676
10421,1.731
10422,1.5
10423,1.587
10424,2.638
10425,1.96
10426,2.382
10427,0.787
10428,2.459
10429,1.125
10430,0.44
10431,2.394
10432,1.647
10433,2.88
10434,2.202
10435,3.456
10436,3.223
10437,3.56
10438,1.313
10439,0.94
10440,1.207
10441,2.5
10442,5.00001
10443,1.885
10444,5.00001
10445,2.123
10446,1.688
10447,2.741
10448,3.041
10449,1.847
10450,2.157
10451,1.0
10452,1.583
10453,2.146
10454,1.559
10455,5.00001
10456,3.147
10457,1.031
10458,1.098
10459,2.639
10460,0.967
10461,3.218
10462,1.675
10463,3.337
10464,0.674
10465,1.015
10466,0.611
10467,0.991
10468,1.466
10469,0.66
10470,1.235
10471,2.375
10472,1.125
10473,1.298
10474,0.615
10475,1.875
10476,2.697
10477,1.921
10478,1.168
10479,1.319
10480,1.828
10481,0.974
10482,1.464
10483,2.52
10484,1.849
10485,1.601
10486,0.926
10487,2.339
10488,1.231
10489,0.869
10490,2.699
10491,0.524
10492,2.332
10493,5.00001
10494,1.43
10495,1.651
10496,2.69
10497,1.772
10498,4.179
10499,2.164
10500,3.049
10501,1.455
10502,0.6
10503,0.922
10504,0.663
10505,2.75
10506,2.393
10507,2.507
10508,3.929
10509,1.595
10510,2.28
10511,1.421
10512,0.508
10513,1.292
10514,2.38
10515,1.85
10516,0.854
10517,0.991
10518,1.681
10519,2.265
10520,1.654
10521,5.00001
10522,1.438
10523,5.00001
10524,0.458
10525,1.651
10526,4.14
10527,1.368
10528,2.298
10529,3.034
10530,1.5
10531,3.691
10532,2.042
10533,3.75
10534,1.013
10535,1.938
10536,2.309
10537,1.198
10538,2.071
10539,1.137
10540,1.635
10541,2.316
10542,2.75
10543,1.595
10544,1.438
10545,3.513
10546,3.353
10547,4.401
10548,1.471
10549,1.264
10550,3.191
10551,4.0
10552,3.25
10553,2.427
10554,1.125
10555,3.12
10556,2.675
10557,3.083
10558,4.085
10559,1.015
10560,2.573
10561,1.266
10562,1.813
10563,1.938
10564,2.727
10565,1.993
10566,1.783
10567,1.103
10568,1.893
10569,2.68
10570,2.577
10571,2.837
10572,2.403
10573,0.993
10574,2.109
10575,0.518
10576,2.25
10577,1.189
10578,0.705
10579,4.324
10580,4.063
10581,3.242
10582,1.589
10583,2.188
10584,2.75
10585,0.53
10586,1.302
10587,2.75
10588,5.00001
10589,3.255
10590,3.294
10591,1.985
10592,3.246
10593,1.168
10594,2.67
10595,1.298
10596,1.938
10597,2.19
10598,1.381
10599,1.0
10600,2.284
10601,2.54
10602,2.955
10603,1.164
10604,1.516
10605,2.224
10606,5.00001
10607,1.875
10608,1.697
10609,3.895
10610,1.583
10611,2.503
10612,1.922
10613,2.257
10614,1.098
10615,2.3
10616,1.782
10617,2.132
10618,0.513
10619,1.141
10620,0.948
10621,1.204
10622,0.716
10623,0.885
10624,1.148
10625,1.875
10626,0.713
10627,2.331
10628,1.517
10629,1.386
10630,1.66
10631,1.167
10632,2.766
10633,1.008
10634,1.963
10635,0.668
10636,2.583
10637,0.529
10638,3.051
10639,0.608
10640,1.504
10641,1.348
10642,2.321
10643,1.808
10644,5.00001
10645,1.256
10646,1.813
10647,1.875
10648,1.854
10649,4.925
10650,2.474
10651,3.185
10652,0.686
10653,1.806
